timestamp,PV (kWh),Load (kWh),price (cents/kWh)
10212011 12:00,4279.0705155,3410,48.95
10212011 13:00,4156.378204,3392,48.93
10212011 14:00,3676.538459,3334,49.2
10212011 15:00,2687.243592,3285,48.52
10212011 16:00,1552.692306,3307,47.43
10212011 17:00,578.2051275,3402,47.06
10212011 18:00,291.5705155,3563,57.63
10212011 19:00,109.6474335,3488,52.64
10212011 20:00,8.814102,3340,48
10212011 21:00,0,3137,42.29
10212011 22:00,0,2855,36.93
10212011 23:00,0,2647,34.19
10222011 00:00,0,2451,31.71
10222011 01:00,0,2347,27.18
10222011 02:00,0,2295,24.92
10222011 03:00,0,2280,26.28
10222011 04:00,0,2312,25.71
10222011 05:00,0.35255,2418,26.12
10222011 06:00,38.0769235,2594,27.05
10222011 07:00,381.8269235,2825,32.61
10222011 08:00,1499.4551275,3070,34.38
10222011 09:00,3325.3846175,3221,38.74
10222011 10:00,4046.7307705,3249,41.31
10222011 11:00,4264.6153825,3232,42.84
10222011 12:00,4236.057694,3199,40.63
10222011 13:00,4031.9230765,3135,37.3
10222011 14:00,3307.0512805,3088,38.86
10222011 15:00,2687.596153,3072,38.87
10222011 16:00,1132.435898,3149,39.31
10222011 17:00,808.0769235,3299,41.72
10222011 18:00,412.8525665,3464,50.5
10222011 19:00,176.9871785,3381,50.2
10222011 20:00,10.5769235,3250,44.84
10222011 21:00,0,3054,41.12
10222011 22:00,0,2817,38.36
10222011 23:00,0,2588,32.77
10232011 00:00,0,2426,34.97
10232011 01:00,0,2338,32.5
10232011 02:00,0,2286,27.75
10232011 03:00,0,2258,28.52
10232011 04:00,0,2285,27.39
10232011 05:00,0.35255,2355,28.77
10232011 06:00,96.9551275,2503,29.76
10232011 07:00,543.653847,2705,29.48
10232011 08:00,2605.096153,2938,33.15
10232011 09:00,3504.839745,3102,38.04
10232011 10:00,4036.506408,3129,37.2
10232011 11:00,4316.442306,3140,37.14
10232011 12:00,3898.653847,3132,37.01
10232011 13:00,3241.474357,3119,36.27
10232011 14:00,3234.0705155,3122,36
10232011 15:00,2481.6987195,3143,36.79
10232011 16:00,1639.775643,3257,39.39
10232011 17:00,600.7692295,3481,40.97
10232011 18:00,216.121796,3673,54.03
10232011 19:00,127.275643,3578,51
10232011 20:00,10.5769235,3400,46.15
10232011 21:00,0,3112,40.7
10232011 22:00,0,2823,38.68
10232011 23:00,0,2584,33.12
10242011 00:00,0,2419,34.33
10242011 01:00,0,2360,32.37
10242011 02:00,0,2332,31.21
10242011 03:00,0,2372,31.36
10242011 04:00,0,2484,31.94
10242011 05:00,0,2793,36.06
10242011 06:00,86.7307705,3333,42.6
10242011 07:00,490.7692295,3570,45.88
10242011 08:00,1296.025643,3624,45.39
10242011 09:00,2081.8910255,3646,45.73
10242011 10:00,2712.275643,3674,46.76
10242011 11:00,4017.467949,3622,47.7
10242011 12:00,4391.185898,3541,47.03
10242011 13:00,4128.525643,3505,46.23
10242011 14:00,3602.1474335,3453,46.66
10242011 15:00,2552.9166685,3422,46.32
10242011 16:00,1576.6666685,3469,47.44
10242011 17:00,645.8974335,3657,48.76
10242011 18:00,255.961541,3909,62.11
10242011 19:00,140.6730765,3826,57.3
10242011 20:00,8.461541,3635,48.51
10242011 21:00,0,3350,44.63
10242011 22:00,0,3002,39.49
10242011 23:00,0,2753,34.04
10252011 00:00,0,2567,31.93
10252011 01:00,0,2473,29.92
10252011 02:00,0,2425,29.84
10252011 03:00,0,2425,29.49
10252011 04:00,0,2528,28.98
10252011 05:00,0,2821,35.12
10252011 06:00,30.3205155,3347,40.78
10252011 07:00,671.9871785,3593,42.69
10252011 08:00,1948.2692295,3603,39.64
10252011 09:00,2275.096153,3612,42.95
10252011 10:00,2400.961541,3603,45.77
10252011 11:00,4076.6987195,3575,46.25
10252011 12:00,4363.685898,3552,46.08
10252011 13:00,4050.6089745,3533,45.72
10252011 14:00,3556.314102,3473,43.55
10252011 15:00,2928.75,3444,43.25
10252011 16:00,1281.9230765,3472,46
10252011 17:00,524.6153825,3595,46.1
10252011 18:00,205.5448725,3840,56.35
10252011 19:00,108.942306,3775,55.02
10252011 20:00,7.756408,3616,47.88
10252011 21:00,0,3344,43.2
10252011 22:00,0,3000,35.91
10252011 23:00,0,2715,33.8
10262011 00:00,0,2543,31.62
10262011 01:00,0,2475,30.63
10262011 02:00,0,2443,27.58
10262011 03:00,0,2458,26.7
10262011 04:00,0,2533,27.82
10262011 05:00,0.35255,2803,34.11
10262011 06:00,108.2371785,3319,40.65
10262011 07:00,563.75,3581,47.46
10262011 08:00,2594.5192295,3580,47.83
10262011 09:00,3549.967949,3605,48.38
10262011 10:00,3798.878204,3610,49.39
10262011 11:00,3772.0833315,3612,49.82
10262011 12:00,4014.6474335,3580,48.48
10262011 13:00,3095.160255,3560,48.34
10262011 14:00,2965.064102,3546,48.1
10262011 15:00,1819.2307705,3522,47.83
10262011 16:00,1584.4230765,3574,48.26
10262011 17:00,924.0705155,3696,51
10262011 18:00,514.038459,3855,60.11
10262011 19:00,134.3269235,3778,57.3
10262011 20:00,4.2307705,3643,51.94
10262011 21:00,0,3371,42.35
10262011 22:00,0,3022,35.7
10262011 23:00,0,2739,33.24
10272011 00:00,0,2576,32.38
10272011 01:00,0,2491,28.99
10272011 02:00,0,2451,27.03
10272011 03:00,0,2473,27
10272011 04:00,0,2556,26.91
10272011 05:00,0,2844,32.53
10272011 06:00,83.557694,3356,40.23
10272011 07:00,449.1666685,3637,47.75
10272011 08:00,1005.8653825,3648,48.07
10272011 09:00,2301.538459,3687,49.57
10272011 10:00,3168.493592,3731,50.48
10272011 11:00,3211.153847,3714,50.89
10272011 12:00,3547.1474335,3677,49.93
10272011 13:00,3357.467949,3684,50.14
10272011 14:00,2875.8653825,3653,48.83
10272011 15:00,2271.9230765,3638,48.5
10272011 16:00,755.5448725,3712,49.33
10272011 17:00,129.038459,3877,50.82
10272011 18:00,4.2307705,3946,61.98
10272011 19:00,1.7628215,3881,56.34
10272011 20:00,0.7051275,3723,51.88
10272011 21:00,0,3459,43.31
10272011 22:00,0,3102,38.19
10272011 23:00,0,2822,35
10282011 00:00,0,2652,35.21
10282011 01:00,0,2523,34.17
10282011 02:00,0,2471,32.71
10282011 03:00,0,2475,32.49
10282011 04:00,0,2560,32.65
10282011 05:00,0,2837,36.58
10282011 06:00,16.5705155,3308,45.31
10282011 07:00,172.756408,3502,48.02
10282011 08:00,524.2628215,3509,49.16
10282011 09:00,1305.192306,3526,49.88
10282011 10:00,2565.256408,3528,49.91
10282011 11:00,2759.871796,3508,49.79
10282011 12:00,2132.660255,3448,49.14
10282011 13:00,2937.9166685,3411,48.71
10282011 14:00,3165.6730765,3360,48.13
10282011 15:00,2726.378204,3318,47.69
10282011 16:00,2052.275643,3364,48.34
10282011 17:00,947.339745,3531,49.53
10282011 18:00,238.3333315,3717,56.99
10282011 19:00,52.532051,3639,51.86
10282011 20:00,3.525643,3516,49.18
10282011 21:00,0,3317,43.45
10282011 22:00,0,3043,37.93
10282011 23:00,0,2783,37.34
10292011 00:00,0,2584,36.47
10292011 01:00,0,2459,35.23
10292011 02:00,0,2411,35.1
10292011 03:00,0,2401,34.58
10292011 04:00,0,2445,34.2
10292011 05:00,0,2568,35.77
10292011 06:00,12.339745,2766,38.12
10292011 07:00,190.032051,2997,41.99
10292011 08:00,827.467949,3203,42.9
10292011 09:00,703.0128215,3337,45.75
10292011 10:00,950.5128215,3364,47.64
10292011 11:00,1114.4551275,3365,47.55
10292011 12:00,1297.435898,3338,47.06
10292011 13:00,1646.8269235,3312,45.72
10292011 14:00,1489.5833315,3309,45.41
10292011 15:00,969.1987195,3337,45.11
10292011 16:00,676.217949,3457,45.22
10292011 17:00,365.961541,3633,47.92
10292011 18:00,172.0512805,3648,60
10292011 19:00,42.660255,3450,52.89
10292011 20:00,1.057694,3170,50.66
10292011 21:00,0,2918,46.17
10292011 22:00,0,2603,43.82
10292011 23:00,0,2312,38.09
10302011 00:00,0,2081,38.85
10302011 01:00,0,1907,37.55
10302011 02:00,0,1823,35.27
10302011 03:00,0,1811,35.23
10302011 04:00,0,1858,35.13
10302011 05:00,0,1949,35.3
10302011 06:00,11.282051,2075,36.96
10302011 07:00,296.8589745,2240,41.03
10302011 08:00,672.339745,2414,43.41
10302011 09:00,1144.4230765,2583,44.87
10302011 10:00,1304.839745,2671,43.72
10302011 11:00,2524.006408,2766,46.63
10302011 12:00,3278.1410255,2796,46.36
10302011 13:00,4213.493592,2780,45.94
10302011 14:00,3113.493592,2759,45.97
10302011 15:00,2130.5448725,2759,45.93
10302011 16:00,1764.935898,2857,46.79
10302011 17:00,826.410255,3065,52.59
10302011 18:00,336.6987195,3271,65.3
10302011 19:00,121.6346175,3202,60.21
10302011 20:00,5.6410255,3056,56.94
10302011 21:00,0,2824,49.19
10302011 22:00,0,2567,46.24
10302011 23:00,0,2382,40.05
10312011 00:00,0,2272,38.34
10312011 01:00,0,2229,35.87
10312011 02:00,0,2208,34.22
10312011 03:00,0,2235,33.6
10312011 04:00,0,2316,35.05
10312011 05:00,0,2570,39.54
10312011 06:00,21.506408,3022,48.51
10312011 07:00,289.807694,3264,54.32
10312011 08:00,2028.653847,3312,53.44
10312011 09:00,2339.967949,3327,59.75
10312011 10:00,4200.4487195,3316,59.82
10312011 11:00,4586.506408,3297,59.63
10312011 12:00,4554.775643,3268,55.86
10312011 13:00,4253.3333315,3258,52.28
10312011 14:00,3736.121796,3214,52
10312011 15:00,2929.1025665,3197,51.04
10312011 16:00,1807.596153,3251,55
10312011 17:00,604.6474335,3377,57.82
10312011 18:00,198.846153,3486,63.75
10312011 19:00,107.532051,3440,61.65
10312011 20:00,6.346153,3373,56.25
10312011 21:00,0,3151,52.29
10312011 22:00,0,2822,45.42
10312011 23:00,0,2566,38.07
11012011 0:00,0,2419,34.99
11012011 1:00,0,2345,33.44
11012011 2:00,0,2300,32.48
11012011 3:00,0,2305,31.24
11012011 4:00,0,2378,29.94
11012011 5:00,0,2642,37.21
11012011 6:00,27.1474335,3123,43.75
11012011 7:00,461.153847,3369,47.43
11012011 8:00,2435.8653825,3374,46.09
11012011 9:00,3359.2307705,3381,47.86
11012011 10:00,4204.3269235,3360,48.76
11012011 11:00,4487.435898,3335,47.97
11012011 12:00,4498.0128215,3291,47.13
11012011 13:00,4249.4551275,3251,46.48
11012011 14:00,3743.878204,3204,47.15
11012011 15:00,2886.7948725,3189,47.07
11012011 16:00,1800.5448725,3248,47.65
11012011 17:00,605.7051275,3462,54.71
11012011 18:00,203.0769235,3696,62.36
11012011 19:00,107.8846175,3640,58.39
11012011 20:00,6.346153,3480,53.44
11012011 21:00,0,3214,48.81
11012011 22:00,0,2898,42.02
11012011 23:00,0,2629,37.88
11022011 0:00,0,2465,34.52
11022011 1:00,0,2391,33.27
11022011 2:00,0,2355,32.95
11022011 3:00,0,2363,32.55
11022011 4:00,0,2446,32.22
11022011 5:00,0,2727,35.19
11022011 6:00,60.288459,3217,43.08
11022011 7:00,413.910255,3444,44.84
11022011 8:00,2679.4871785,3454,44.35
11022011 9:00,3105.3846175,3452,46.3
11022011 10:00,1440.9294845,3430,45.67
11022011 11:00,1539.6474335,3379,45.96
11022011 12:00,2560.3205155,3325,44.69
11022011 13:00,2189.4230765,3294,43.78
11022011 14:00,970.961541,3255,43.65
11022011 15:00,492.8846175,3230,43.43
11022011 16:00,1150.4166685,3287,44.06
11022011 17:00,186.153847,3506,46.05
11022011 18:00,56.410255,3730,58.46
11022011 19:00,15.8653825,3658,53.72
11022011 20:00,0.35255,3485,50.29
11022011 21:00,0,3222,44.81
11022011 22:00,0,2902,38.93
11022011 23:00,0,2641,34.65
11032011 0:00,0,2476,33.74
11032011 1:00,0,2393,33.08
11032011 2:00,0,2360,31.43
11032011 3:00,0,2367,31.82
11032011 4:00,0,2451,32.12
11032011 5:00,0,2733,34.09
11032011 6:00,34.1987195,3209,43.12
11032011 7:00,216.8269235,3453,46.77
11032011 8:00,334.5833315,3462,43.99
11032011 9:00,799.967949,3437,43.98
11032011 10:00,3447.371796,3435,43.39
11032011 11:00,4961.282051,3401,43.3
11032011 12:00,4996.185898,3349,42.87
11032011 13:00,4455.3525665,3330,42.23
11032011 14:00,2913.2371785,3266,42.13
11032011 15:00,3038.75,3252,41.91
11032011 16:00,1849.1987195,3329,42.69
11032011 17:00,677.9807705,3593,48.17
11032011 18:00,350.8012805,3757,56
11032011 19:00,148.0769235,3680,49.75
11032011 20:00,5.6410255,3513,47.75
11032011 21:00,0,3222,41.75
11032011 22:00,0,2864,34.09
11032011 23:00,0,2612,33.88
11042011 0:00,0,2457,32.14
11042011 1:00,0,2355,31.77
11042011 2:00,0,2327,30.44
11042011 3:00,0,2321,30.26
11042011 4:00,0,2403,29.46
11042011 5:00,0,2660,34.14
11042011 6:00,39.4871785,3155,44.92
11042011 7:00,250.3205155,3434,48.16
11042011 8:00,633.557694,3450,46.03
11042011 9:00,2170.3846175,3479,45.84
11042011 10:00,3057.0833315,3490,45.41
11042011 11:00,4628.814102,3449,44.55
11042011 12:00,3125.128204,3398,44.46
11042011 13:00,2350.192306,3369,44.02
11042011 14:00,3970.5769235,3326,43.56
11042011 15:00,3004.1987195,3304,43.13
11042011 16:00,1832.275643,3360,43.89
11042011 17:00,627.9166685,3539,47.75
11042011 18:00,302.5,3720,58.68
11042011 19:00,170.993592,3599,51.98
11042011 20:00,3.1730765,3458,46.57
11042011 21:00,0,3251,42.75
11042011 22:00,0,2988,36.27
11042011 23:00,0,2723,34.76
11052011 0:00,0,2538,37.19
11052011 1:00,0,2445,35.83
11052011 2:00,0,2410,35.13
11052011 3:00,0,2402,34.1
11052011 4:00,0,2437,33.85
11052011 5:00,0,2557,35.73
11052011 6:00,19.743592,2788,38.75
11052011 7:00,352.564102,3023,39.41
11052011 8:00,1922.1794845,3210,41.09
11052011 9:00,2505.3205155,3297,44.01
11052011 10:00,1509.3269235,3287,44.14
11052011 11:00,2800.4166685,3239,43.6
11052011 12:00,4250.8653825,3146,42.7
11052011 13:00,4052.371796,3077,38.75
11052011 14:00,2880.096153,2992,38.49
11052011 15:00,2140.7692295,2990,38.1
11052011 16:00,1171.5705155,3060,39.01
11052011 17:00,608.1730765,3299,45.39
11052011 18:00,248.910255,3498,53.96
11052011 19:00,104.711541,3395,48.05
11052011 20:00,3.525643,3274,45.87
11052011 21:00,0,3110,43.85
11052011 22:00,0,2891,39.63
11052011 23:00,0,2692,36.5
11062011 0:00,0,2519,39.41
11062011 1:00,0,2401,37.32
11062011 2:00,0,2358,35.79
11062011 3:00,0,2353,34.45
11062011 4:00,0,2409,34.67
11062011 5:00,0,2523,36.41
11062011 6:00,56.7628215,2733,36.25
11062011 7:00,307.788459,2973,36.13
11062011 8:00,2589.5833315,3147,36.51
11062011 9:00,3627.1794845,3210,39.48
11062011 10:00,3214.3269235,3167,39.31
11062011 11:00,4452.8846175,3111,40.34
11062011 12:00,4392.243592,3060,38.82
11062011 13:00,4147.564102,3005,36.58
11062011 14:00,3616.9551275,2985,36.62
11062011 15:00,2893.846153,3056,36.58
11062011 16:00,1459.6153825,3358,40.92
11062011 17:00,579.6153825,3620,50.33
11062011 18:00,234.807694,3535,61.1
11062011 19:00,90.6089745,3401,48.56
11062011 20:00,3.525643,3231,45.75
11062011 21:00,0,2942,43.84
11062011 22:00,0,2674,37.13
11062011 23:00,0,2484,34.78
11072011 0:00,0,2376,34.46
11072011 1:00,0,2340,33.58
11072011 2:00,0,2330,31.59
11072011 3:00,0,2353,32.01
11072011 4:00,0,2476,32.4
11072011 5:00,0,2791,36.96
11072011 6:00,50.4166685,3275,45.12
11072011 7:00,328.2371785,3446,46.76
11072011 8:00,2555.3846175,3448,46.83
11072011 9:00,3549.6153825,3430,46.93
11072011 10:00,4137.692306,3422,46.96
11072011 11:00,4392.243592,3389,46.19
11072011 12:00,4394.711541,3352,44.85
11072011 13:00,4060.128204,3325,44.25
11072011 14:00,3284.1346175,3272,43.89
11072011 15:00,3181.538459,3280,44.62
11072011 16:00,1728.2692295,3507,48.79
11072011 17:00,885.288459,3820,64.25
11072011 18:00,233.75,3783,55.88
11072011 19:00,99.0705155,3665,52.81
11072011 20:00,3.525643,3439,49.28
11072011 21:00,0,3135,44
11072011 22:00,0,2806,37.53
11072011 23:00,0,2563,34.43
11082011 0:00,0,2407,33.93
11082011 1:00,0,2352,31.31
11082011 2:00,0,2314,31.28
11082011 3:00,0,2323,30.75
11082011 4:00,0,2429,30.02
11082011 5:00,0,2730,33.31
11082011 6:00,49.006408,3193,39.73
11082011 7:00,294.743592,3357,42.98
11082011 8:00,2526.474357,3364,42.47
11082011 9:00,3484.743592,3357,44.63
11082011 10:00,4097.1474335,3358,45.88
11082011 11:00,4409.1666685,3347,45.07
11082011 12:00,4411.282051,3309,45.03
11082011 13:00,4132.0512805,3306,43.42
11082011 14:00,3602.1474335,3268,43.72
11082011 15:00,2743.653847,3285,42.85
11082011 16:00,1360.5448725,3496,45.86
11082011 17:00,477.724357,3745,61.34
11082011 18:00,387.467949,3703,55.37
11082011 19:00,106.8269235,3573,48.23
11082011 20:00,2.467949,3365,44.02
11082011 21:00,0,3081,41.74
11082011 22:00,0,2744,34.42
11082011 23:00,0,2497,33.44
11092011 0:00,0,2344,31.77
11092011 1:00,0,2289,30.16
11092011 2:00,0,2256,25.61
11092011 3:00,0,2272,26.11
11092011 4:00,0,2363,27.76
11092011 5:00,0,2672,30.64
11092011 6:00,31.378204,3122,39.49
11092011 7:00,294.3910255,3309,47.2
11092011 8:00,2494.743592,3318,45.71
11092011 9:00,3540.4487195,3323,46.03
11092011 10:00,4134.871796,3338,46.12
11092011 11:00,4376.378204,3322,46.06
11092011 12:00,4387.307694,3292,45.51
11092011 13:00,4081.282051,3308,45.38
11092011 14:00,3571.474357,3271,45.61
11092011 15:00,1872.1153825,3256,45.22
11092011 16:00,1650,3468,48.45
11092011 17:00,755.8974335,3741,63.62
11092011 18:00,201.6666685,3694,57.63
11092011 19:00,75.4487195,3574,47.29
11092011 20:00,1.410255,3373,42.43
11092011 21:00,0,3099,39.48
11092011 22:00,0,2771,34.2
11092011 23:00,0,2506,32.74
11102011 0:00,0,2356,30.91
11102011 1:00,0,2280,26.19
11102011 2:00,0,2250,21.77
11102011 3:00,0,2253,21.28
11102011 4:00,0,2348,25.04
11102011 5:00,0,2624,32.05
11102011 6:00,26.442306,3084,39.87
11102011 7:00,285.224357,3295,44.1
11102011 8:00,2260.993592,3344,42.1
11102011 9:00,3262.9807705,3382,45.87
11102011 10:00,3694.5192295,3434,46.37
11102011 11:00,4305.8653825,3446,47.01
11102011 12:00,4341.474357,3423,47.17
11102011 13:00,4116.8910255,3418,46.48
11102011 14:00,2660.096153,3407,46.43
11102011 15:00,551.410255,3440,45.76
11102011 16:00,1135.961541,3621,47.72
11102011 17:00,573.2692295,3742,65
11102011 18:00,393.461541,3683,59.52
11102011 19:00,90.961541,3543,45
11102011 20:00,1.057694,3362,43.15
11102011 21:00,0,3115,40.12
11102011 22:00,0,2824,33.43
11102011 23:00,0,2572,32.37
11112011 0:00,0,2402,35.66
11112011 1:00,0,2318,34.17
11112011 2:00,0,2278,30.83
11112011 3:00,0,2274,31.56
11112011 4:00,0,2349,31.74
11112011 5:00,0,2567,33.84
11112011 6:00,16.5705155,2908,42.28
11112011 7:00,370.5448725,3187,44.57
11112011 8:00,1199.0705155,3348,43.42
11112011 9:00,2215.5128215,3428,47.09
11112011 10:00,1030.8974335,3459,48.3
11112011 11:00,2192.243592,3443,46.56
11112011 12:00,3136.410255,3408,46.56
11112011 13:00,4184.935898,3385,45.31
11112011 14:00,2327.628204,3368,43.23
11112011 15:00,827.1153825,3372,41.31
11112011 16:00,1447.628204,3584,43.92
11112011 17:00,671.9871785,3770,63.23
11112011 18:00,225.6410255,3684,57.63
11112011 19:00,37.0192295,3543,53.76
11112011 20:00,1.057694,3382,49.12
11112011 21:00,0,3175,41.91
11112011 22:00,0,2918,38.14
11112011 23:00,0,2686,36.01
11122011 0:00,0,2514,38.74
11122011 1:00,0,2427,35.13
11122011 2:00,0,2398,35.08
11122011 3:00,0,2383,33.69
11122011 4:00,0,2433,33.68
11122011 5:00,0,2556,36.79
11122011 6:00,8.461541,2739,38
11122011 7:00,172.756408,2953,37.13
11122011 8:00,530.6089745,3150,42
11122011 9:00,801.7307705,3244,42.62
11122011 10:00,761.185898,3238,42.85
11122011 11:00,1070.3846175,3206,43.97
11122011 12:00,1115.160255,3152,40.31
11122011 13:00,1155.3525665,3091,37.86
11122011 14:00,1007.9807705,3040,37.4
11122011 15:00,1918.3012805,3077,37.83
11122011 16:00,1329.871796,3372,39.25
11122011 17:00,755.192306,3607,52.09
11122011 18:00,423.0769235,3515,48.6
11122011 19:00,102.9487195,3384,46.31
11122011 20:00,1.057694,3232,45.72
11122011 21:00,0,3048,41.94
11122011 22:00,0,2801,39.9
11122011 23:00,0,2589,36.41
11132011 00:00,0,2439,31.89
11132011 01:00,0,2351,30.91
11132011 02:00,0,2310,26.51
11132011 03:00,0,2300,25.8
11132011 04:00,0,2326,26.04
11132011 05:00,0,2420,31.02
11132011 06:00,7.756408,2572,31.52
11132011 07:00,139.6153825,2786,30.27
11132011 08:00,511.217949,2996,31.86
11132011 09:00,1125.7371785,3132,32.67
11132011 10:00,2631.538459,3129,33.81
11132011 11:00,4561.474357,3121,35.78
11132011 12:00,4392.9487195,3100,35.37
11132011 13:00,4018.1730765,3049,32.76
11132011 14:00,2937.211541,3033,32.8
11132011 15:00,2714.743592,3109,33.71
11132011 16:00,1544.935898,3444,37.78
11132011 17:00,763.3012805,3660,48.02
11132011 18:00,232.339745,3578,45
11132011 19:00,78.974357,3433,43.48
11132011 20:00,1.410255,3239,42.41
11132011 21:00,0,2953,38.92
11132011 22:00,0,2676,32.67
11132011 23:00,0,2476,31.8
11142011 00:00,0,2316,30.46
11142011 01:00,0,2250,25.12
11142011 02:00,0,2225,22.97
11142011 03:00,0,2220,21.72
11142011 04:00,0,2323,24.76
11142011 05:00,0,2608,27.55
11142011 06:00,28.2051275,3080,35.63
11142011 07:00,345.160255,3253,39.55
11142011 08:00,1648.942306,3287,45.17
11142011 09:00,2794.775643,3308,47.37
11142011 10:00,3947.307694,3315,48.78
11142011 11:00,4184.935898,3305,49.08
11142011 12:00,4494.4871785,3280,54.52
11142011 13:00,4170.4807705,3307,54.52
11142011 14:00,3604.6153825,3294,54.52
11142011 15:00,2884.3269235,3319,54.56
11142011 16:00,1779.743592,3549,55.28
11142011 17:00,616.282051,3774,67.37
11142011 18:00,217.1794845,3711,58.33
11142011 19:00,83.2051275,3585,53.66
11142011 20:00,1.057694,3392,50.02
11142011 21:00,0,3104,42.87
11142011 22:00,0,2785,38.51
11142011 23:00,0,2534,32.9
11152011 00:00,0,2384,31.65
11152011 01:00,0,2294,27.4
11152011 02:00,0,2252,23
11152011 03:00,0,2260,21.38
11152011 04:00,0,2339,22.91
11152011 05:00,0,2632,29.35
11152011 06:00,46.538459,3095,39.27
11152011 07:00,538.3653825,3298,39.73
11152011 08:00,1998.685898,3321,45.4
11152011 09:00,3117.0192295,3347,48.72
11152011 10:00,3720.256408,3391,46.8
11152011 11:00,4318.2051275,3397,47.25
11152011 12:00,4337.243592,3369,47.2
11152011 13:00,4099.6153825,3363,47.21
11152011 14:00,3801.6987195,3308,47.22
11152011 15:00,1962.0192295,3310,47.69
11152011 16:00,964.967949,3557,52.21
11152011 17:00,529.903847,3767,63.16
11152011 18:00,92.371796,3729,53.71
11152011 19:00,21.8589745,3599,50.25
11152011 20:00,0.35255,3396,47.52
11152011 21:00,0,3122,41.51
11152011 22:00,0,2795,34.49
11152011 23:00,0,2569,32.87
11162011 00:00,0,2400,28.06
11162011 01:00,0,2322,25.71
11162011 02:00,0,2280,21.57
